GID,PID,OFF,DEF,TYPE,DSEQ,LEN,QTR,MIN,SEC,PTSO,PTSD,DWN,YTG,YFOG,ZONE,PTS,FGXP,FKICKER,DIST,GOOD,SEAS,WEEK,DAY,V,H,STAD,TEMP,HUMD,WSPD,COND,SURF,COND2
2921,473782,PIT,GB,FGXP,13,3,2,11,53,0,14,4,3,85,5,3,FG,SS-310,33,1,2010,21,SUN,PIT,GB,CowboysStadium,,,,ClosedRoof,Synthetic,Clean
974,158810,MIN,STL,FGXP,12,6,2,5,49,7,17,4,10,90,5,3,FG,AE-070,28,1,2003,13,SUN,MIN,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2928,474974,PHI,STL,FGXP,14,4,2,0,9,14,10,1,15,84,5,3,FG,AH-260,34,1,2011,1,SUN,PHI,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1179,191877,NE,STL,FGXP,5,4,1,5,46,3,0,4,13,87,5,3,FG,AV-040,31,1,2004,9,SUN,NE,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1179,191937,NE,STL,FGXP,14,3,2,0,3,16,14,4,5,82,5,3,FG,AV-040,36,1,2004,9,SUN,NE,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1179,191862,NE,STL,FGXP,7,5,1,11,30,0,0,4,3,75,4,3,FG,AV-040,43,1,2004,9,SUN,NE,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1179,191919,NE,STL,FGXP,5,5,2,3,8,13,14,4,9,73,4,3,FG,AV-040,45,1,2004,9,SUN,NE,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
576,93501,DAL,STL,FGXP,11,5,4,4,28,7,10,4,2,83,5,3,FG,BC-300,35,1,2002,4,SUN,DAL,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
576,93522,DAL,STL,FGXP,9,3,4,0,1,10,10,4,5,70,4,3,FG,BC-300,48,1,2002,4,SUN,DAL,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2963,480674,BAL,STL,FGXP,6,4,1,8,53,7,0,4,14,67,4,NA,FG,BC-300,51,0,2011,3,SUN,BAL,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2963,480715,BAL,STL,FGXP,11,5,2,11,36,21,0,4,2,68,4,NA,FG,BC-300,51,0,2011,3,SUN,BAL,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2963,480738,BAL,STL,FGXP,21,3,2,3,8,21,0,4,2,97,5,3,FG,BC-300,21,1,2011,3,SUN,BAL,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2963,480753,BAL,STL,FGXP,10,3,2,0,5,24,0,1,10,87,5,3,FG,BC-300,31,1,2011,3,SUN,BAL,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2963,480766,BAL,STL,FGXP,12,5,3,10,34,27,0,4,10,80,5,3,FG,BC-300,38,1,2011,3,SUN,BAL,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
517,83702,PHI,STL,FGXP,11,5,1,5,49,0,7,4,8,72,4,3,FG,DA-030,46,1,2001,20,SUN,PHI,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1539,250725,PHI,STL,FGXP,7,5,3,3,15,7,16,4,6,87,5,3,FG,DA-030,31,1,2005,15,SUN,PHI,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
3169,514685,SF,STL,FGXP,10,5,1,9,46,0,0,4,4,70,4,NA,FG,DA-030,48,0,2011,17,SUN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
3169,514732,SF,STL,FGXP,7,4,2,7,18,14,7,4,16,81,5,3,FG,DA-030,36,1,2011,17,SUN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
3169,514753,SF,STL,FGXP,7,5,2,1,5,17,7,4,3,76,4,3,FG,DA-030,42,1,2011,17,SUN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
184,30056,NO,STL,FGXP,8,5,4,2,26,31,24,4,3,74,4,NA,FG,DB-390,44,0,2000,13,SUN,NO,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
184,29990,NO,STL,FGXP,10,4,3,9,31,21,10,4,2,88,5,3,FG,DB-390,30,1,2000,13,SUN,NO,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1305,212656,NYJ,STL,FGXP,7,5,5,5,17,29,29,4,6,65,4,NA,FG,DB-390,53,0,2004,17,SUN,NYJ,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1305,212630,NYJ,STL,FGXP,13,3,4,0,6,26,29,4,9,91,5,3,FG,DB-390,27,1,2004,17,SUN,NYJ,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1305,212566,NYJ,STL,FGXP,6,3,3,9,59,17,21,4,5,85,5,3,FG,DB-390,33,1,2004,17,SUN,NYJ,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1305,212498,NYJ,STL,FGXP,15,4,1,1,17,0,0,4,8,71,4,3,FG,DB-390,47,1,2004,17,SUN,NYJ,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2305,374053,MIA,STL,FGXP,10,3,2,0,3,7,9,4,15,81,5,3,FG,DC-050,37,1,2008,13,SUN,MIA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2305,374110,MIA,STL,FGXP,6,5,4,6,44,13,12,4,6,76,4,3,FG,DC-050,42,1,2008,13,SUN,MIA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2305,374074,MIA,STL,FGXP,8,4,3,6,14,10,9,4,5,70,4,3,FG,DC-050,47,1,2008,13,SUN,MIA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
173,28152,WAS,STL,FGXP,8,11,1,0,54,0,10,4,2,81,5,3,FG,EM-200,37,1,2000,12,MN,WAS,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
173,28241,WAS,STL,FGXP,4,3,4,10,41,28,20,4,7,79,4,3,FG,EM-200,39,1,2000,12,MN,WAS,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
173,28235,WAS,STL,FGXP,7,18,4,11,48,25,20,4,13,77,4,3,FG,EM-200,41,1,2000,12,MN,WAS,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
173,28189,WAS,STL,FGXP,6,3,2,0,6,10,13,1,2,71,4,3,FG,EM-200,47,1,2000,12,MN,WAS,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2697,437129,WAS,STL,FGXP,5,3,3,12,42,13,14,4,3,97,5,3,FG,GG-010,21,1,2010,3,SUN,WAS,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2697,437101,WAS,STL,FGXP,8,5,2,7,42,10,14,4,2,94,5,3,FG,GG-010,24,1,2010,3,SUN,WAS,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2697,437081,WAS,STL,FGXP,6,11,2,14,54,0,14,4,7,89,5,3,FG,GG-010,29,1,2010,3,SUN,WAS,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2977,483085,WAS,STL,FGXP,8,4,3,11,12,14,0,4,3,80,5,3,FG,GG-010,38,1,2011,4,SUN,WAS,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1004,163686,SEA,STL,FGXP,8,5,2,0,23,9,21,4,13,87,5,3,FG,JB-710,31,1,2003,15,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1004,163712,SEA,STL,FGXP,12,5,3,5,44,12,21,4,6,80,5,3,FG,JB-710,38,1,2003,15,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1192,194036,SEA,STL,FGXP,11,4,2,6,54,0,17,4,5,90,5,3,FG,JB-710,28,1,2004,10,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1192,194045,SEA,STL,FGXP,6,4,2,5,7,3,17,4,10,88,5,3,FG,JB-710,30,1,2004,10,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1192,194095,SEA,STL,FGXP,5,5,3,3,59,9,20,4,16,77,4,3,FG,JB-710,41,1,2004,10,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1192,194087,SEA,STL,FGXP,9,5,3,5,59,6,20,4,7,73,4,3,FG,JB-710,45,1,2004,10,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1391,226608,SEA,STL,FGXP,9,5,4,7,37,34,28,4,3,90,5,3,FG,JB-710,28,1,2005,5,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1391,226549,SEA,STL,FGXP,8,3,2,0,4,21,21,1,14,84,5,3,FG,JB-710,34,1,2005,5,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1391,226564,SEA,STL,FGXP,4,3,3,9,26,24,21,4,2,73,4,3,FG,JB-710,44,1,2005,5,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1667,271398,SEA,STL,FGXP,12,4,3,9,37,7,21,4,13,84,5,NA,FG,JB-710,34,0,2006,6,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1667,271429,SEA,STL,FGXP,8,5,4,14,26,14,21,4,16,69,4,3,FG,JB-710,49,1,2006,6,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1667,271442,SEA,STL,FGXP,4,6,4,10,39,24,21,4,8,69,4,3,FG,JB-710,49,1,2006,6,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1667,271481,SEA,STL,FGXP,8,3,4,0,4,27,28,1,14,64,4,3,FG,JB-710,54,1,2006,6,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2023,328641,SEA,STL,FGXP,7,6,1,6,1,7,9,4,8,72,4,NA,FG,JB-710,46,0,2007,12,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2023,328776,SEA,STL,FGXP,6,5,4,2,49,24,19,4,11,66,4,NA,FG,JB-710,52,0,2007,12,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2023,328714,SEA,STL,FGXP,9,5,3,9,41,7,19,4,9,85,5,3,FG,JB-710,33,1,2007,12,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2289,371436,STL,CHI,FGXP,5,5,2,15,0,0,14,4,20,78,4,NA,FG,JB-710,40,0,2008,12,SUN,CHI,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2176,353332,STL,BUF,FGXP,11,6,3,3,41,14,13,4,18,67,4,NA,FG,JB-710,51,0,2008,4,SUN,BUF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2213,359120,STL,DAL,FGXP,4,7,2,14,24,21,7,4,12,64,4,NA,FG,JB-710,54,0,2008,7,SUN,DAL,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2352,381494,STL,SF,FGXP,15,4,4,11,40,13,3,4,4,96,5,3,FG,JB-710,22,1,2008,16,SUN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2305,373983,STL,MIA,FGXP,9,4,1,10,53,0,0,4,5,95,5,3,FG,JB-710,23,1,2008,13,SUN,MIA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2305,374041,STL,MIA,FGXP,14,4,2,1,55,6,7,4,5,85,5,3,FG,JB-710,33,1,2008,13,SUN,MIA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2213,359207,STL,DAL,FGXP,12,4,4,10,37,31,7,4,4,83,5,3,FG,JB-710,35,1,2008,7,SUN,DAL,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2340,379521,STL,SEA,FGXP,4,4,2,3,51,14,7,4,6,83,5,3,FG,JB-710,36,1,2008,15,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2305,374097,STL,MIA,FGXP,10,5,4,12,19,9,13,4,7,80,5,3,FG,JB-710,38,1,2008,13,SUN,MIA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2352,381450,STL,SF,FGXP,4,4,2,0,10,10,3,1,7,80,5,3,FG,JB-710,38,1,2008,16,SUN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2289,371462,STL,CHI,FGXP,8,5,2,5,6,0,21,4,6,75,4,3,FG,JB-710,43,1,2008,12,SUN,CHI,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2352,381411,STL,SF,FGXP,8,5,2,13,12,0,3,4,2,75,4,3,FG,JB-710,43,1,2008,16,SUN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2340,379578,STL,SEA,FGXP,13,5,4,11,9,17,13,4,10,71,4,3,FG,JB-710,48,1,2008,15,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2305,374004,STL,MIA,FGXP,11,8,1,1,53,3,0,4,3,67,4,3,FG,JB-710,51,1,2008,13,SUN,MIA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2213,359152,STL,DAL,FGXP,11,5,2,1,52,21,7,4,7,66,4,3,FG,JB-710,52,1,2008,7,SUN,DAL,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2143,347903,STL,NYG,FGXP,12,6,2,14,19,0,7,4,6,64,4,3,FG,JB-710,54,1,2008,2,SUN,NYG,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2143,347934,STL,NYG,FGXP,7,5,2,2,0,3,10,4,8,64,4,3,FG,JB-710,54,1,2008,2,SUN,NYG,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2636,427332,STL,SF,FGXP,11,3,2,0,2,3,0,4,9,73,4,NA,FG,JB-710,45,0,2009,17,SUN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2558,414617,STL,SEA,FGXP,6,6,1,11,33,0,0,4,1,71,4,NA,FG,JB-710,46,0,2009,12,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2428,393502,STL,GB,FGXP,8,8,1,11,3,0,0,4,8,69,4,NA,FG,JB-710,48,0,2009,3,SUN,GB,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2542,412122,STL,ARI,FGXP,9,4,3,0,17,3,21,4,2,98,5,3,FG,JB-710,20,1,2009,11,SUN,ARI,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2457,398228,STL,MIN,FGXP,7,3,2,7,41,0,14,4,11,89,5,3,FG,JB-710,29,1,2009,5,SUN,MIN,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2636,427384,STL,SF,FGXP,4,7,4,9,18,3,7,4,2,89,5,3,FG,JB-710,29,1,2009,17,SUN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2483,402397,STL,IND,FGXP,8,4,1,5,30,0,7,4,8,88,5,3,FG,JB-710,30,1,2009,7,SUN,IND,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2523,408976,STL,NO,FGXP,9,4,3,7,12,14,21,4,3,86,5,3,FG,JB-710,32,1,2009,10,SUN,NO,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2605,422305,STL,HOU,FGXP,9,3,2,7,28,0,3,4,4,86,5,3,FG,JB-710,33,1,2009,15,SUN,HOU,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2542,412017,STL,ARI,FGXP,7,4,1,12,24,0,0,4,7,78,4,3,FG,JB-710,40,1,2009,11,SUN,ARI,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2483,402474,STL,IND,FGXP,7,6,3,5,13,3,21,4,13,73,4,3,FG,JB-710,45,1,2009,7,SUN,IND,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2605,422362,STL,HOU,FGXP,8,5,3,1,30,10,13,4,9,66,4,3,FG,JB-710,52,1,2009,15,SUN,HOU,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2428,393593,STL,GB,FGXP,12,5,3,8,28,14,23,4,3,65,4,3,FG,JB-710,53,1,2009,3,SUN,GB,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2636,427316,STL,SF,FGXP,7,5,2,4,5,0,0,4,6,64,4,3,FG,JB-710,54,1,2009,17,SUN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2558,414692,STL,SEA,FGXP,10,3,2,0,4,7,14,4,1,63,4,3,FG,JB-710,55,1,2009,12,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2697,437122,STL,WAS,FGXP,17,6,2,0,31,14,13,4,3,97,5,NA,FG,JB-710,21,0,2010,3,SUN,WAS,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2667,432241,STL,ARI,FGXP,5,10,1,9,41,0,0,4,7,84,5,NA,FG,JB-710,34,0,2010,1,SUN,ARI,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2763,448032,STL,CAR,FGXP,4,7,1,10,49,0,0,4,6,67,4,NA,FG,JB-710,51,0,2010,8,SUN,CAR,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2667,432336,STL,ARI,FGXP,7,4,3,8,32,10,10,4,6,93,5,3,FG,JB-710,25,1,2010,1,SUN,ARI,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2885,468036,STL,SF,FGXP,4,3,4,3,54,22,17,4,8,90,5,3,FG,JB-710,28,1,2010,16,SUN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2697,437187,STL,WAS,FGXP,9,4,4,4,26,24,16,4,10,89,5,3,FG,JB-710,29,1,2010,3,SUN,WAS,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2708,438951,STL,SEA,FGXP,8,3,2,0,2,7,3,1,2,87,5,3,FG,JB-710,30,1,2010,4,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2885,467988,STL,SF,FGXP,8,4,3,9,43,12,14,4,9,88,5,3,FG,JB-710,30,1,2010,16,SUN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2708,439023,STL,SEA,FGXP,9,6,4,2,41,17,3,4,9,87,5,3,FG,JB-710,31,1,2010,4,SUN,SEA,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2763,448064,STL,CAR,FGXP,13,6,2,10,14,0,0,4,14,85,5,3,FG,JB-710,33,1,2010,8,SUN,CAR,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2697,437200,STL,WAS,FGXP,7,4,4,1,48,27,16,4,2,82,5,3,FG,JB-710,36,1,2010,3,SUN,WAS,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2697,437171,STL,WAS,FGXP,11,4,4,11,39,21,16,4,7,81,5,3,FG,JB-710,37,1,2010,3,SUN,WAS,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2868,465135,STL,KC,FGXP,14,4,1,7,0,0,0,4,11,81,5,3,FG,JB-710,37,1,2010,15,SUN,KC,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2733,443004,STL,SD,FGXP,8,5,1,9,36,0,0,4,5,79,4,3,FG,JB-710,39,1,2010,6,SUN,SD,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2763,448150,STL,CAR,FGXP,7,4,4,6,39,17,3,4,15,77,4,3,FG,JB-710,41,1,2010,8,SUN,CAR,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2885,467954,STL,SF,FGXP,8,5,2,5,47,9,7,4,4,75,4,3,FG,JB-710,43,1,2010,16,SUN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2667,432291,STL,ARI,FGXP,8,5,2,5,33,0,3,4,13,72,4,3,FG,JB-710,46,1,2010,1,SUN,ARI,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2733,443138,STL,SD,FGXP,8,7,4,4,3,17,10,4,13,71,4,3,FG,JB-710,48,1,2010,6,SUN,SD,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2868,465144,STL,KC,FGXP,4,5,1,4,48,3,0,4,8,66,4,3,FG,JB-710,52,1,2010,15,SUN,KC,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2810,455877,STL,ATL,FGXP,10,5,2,14,19,7,3,4,3,65,4,3,FG,JB-710,53,1,2010,11,SUN,ATL,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
3132,508594,STL,CIN,FGXP,10,4,1,3,49,0,3,4,3,73,4,NA,FG,JB-710,45,0,2011,15,SUN,CIN,STL,EdwardJonesDome,60,,,Dome,Synthetic,Clean
2928,474988,STL,PHI,FGXP,11,5,3,9,19,10,17,4,4,71,4,NA,FG,JB-710,47,0,2011,1,SUN,PHI,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
3088,501408,STL,ARI,FGXP,5,5,4,13,7,13,20,4,5,68,4,NA,FG,JB-710,50,0,2011,12,SUN,ARI,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2928,475011,STL,PHI,FGXP,10,3,3,1,12,10,24,4,6,94,5,3,FG,JB-710,23,1,2011,1,SUN,PHI,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
3132,508628,STL,CIN,FGXP,6,3,2,4,21,0,3,4,3,92,5,3,FG,JB-710,26,1,2011,15,SUN,CIN,STL,EdwardJonesDome,60,,,Dome,Synthetic,Clean
2977,483126,STL,WAS,FGXP,7,4,4,10,13,0,17,4,14,86,5,3,FG,JB-710,32,1,2011,4,SUN,WAS,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
3088,501361,STL,ARI,FGXP,11,3,2,0,7,7,3,1,17,83,5,3,FG,JB-710,35,1,2011,12,SUN,ARI,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
3025,490960,STL,NO,FGXP,14,3,2,8,32,0,0,4,7,80,5,3,FG,JB-710,38,1,2011,8,SUN,NO,STL,EdwardJonesDome,60,,,Dome,Synthetic,Clean
3132,508642,STL,CIN,FGXP,6,5,2,0,31,3,3,4,1,75,4,3,FG,JB-710,43,1,2011,15,SUN,CIN,STL,EdwardJonesDome,60,,,Dome,Synthetic,Clean
3088,501401,STL,ARI,FGXP,8,5,4,14,54,10,20,4,8,70,4,3,FG,JB-710,48,1,2011,12,SUN,ARI,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
3169,514805,STL,SF,FGXP,10,5,4,12,24,10,27,4,10,70,4,3,FG,JB-710,48,1,2011,17,SUN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2928,474944,STL,PHI,FGXP,11,5,2,10,11,7,14,4,10,69,4,3,FG,JB-710,49,1,2011,1,SUN,PHI,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
3169,514783,STL,SF,FGXP,8,5,3,5,9,7,20,4,18,69,4,3,FG,JB-710,49,1,2011,17,SUN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
68,10898,SD,STL,FGXP,7,6,2,0,59,10,27,4,5,69,4,NA,FG,JC-090,49,0,2000,5,SUN,SD,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
68,10856,SD,STL,FGXP,10,3,1,2,57,0,17,4,8,81,5,3,FG,JC-090,37,1,2000,5,SUN,SD,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
355,57579,NO,STL,FGXP,5,4,3,3,58,28,24,4,6,94,5,3,FG,JC-090,23,1,2001,7,SUN,NO,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
355,57622,NO,STL,FGXP,8,12,4,0,13,31,31,4,9,91,5,3,FG,JC-090,27,1,2001,7,SUN,NO,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
355,57472,NO,STL,FGXP,8,10,1,7,20,0,14,4,6,85,5,3,FG,JC-090,33,1,2001,7,SUN,NO,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
355,57511,NO,STL,FGXP,12,3,2,8,1,3,21,4,9,74,4,3,FG,JC-090,44,1,2001,7,SUN,NO,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
355,57554,NO,STL,FGXP,4,4,3,11,43,13,24,4,20,74,4,3,FG,JC-090,44,1,2001,7,SUN,NO,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1095,178378,NO,STL,FGXP,6,5,4,1,53,22,17,4,6,67,4,NA,FG,JC-090,51,0,2004,3,SUN,NO,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1095,178413,NO,STL,FGXP,7,3,5,7,59,25,25,1,10,87,5,3,FG,JC-090,31,1,2004,3,SUN,NO,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1095,178393,NO,STL,FGXP,4,4,4,0,7,22,25,1,10,80,5,3,FG,JC-090,38,1,2004,3,SUN,NO,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1095,178328,NO,STL,FGXP,13,4,3,5,20,13,10,4,8,78,4,3,FG,JC-090,39,1,2004,3,SUN,NO,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1095,178263,NO,STL,FGXP,10,5,2,14,55,0,7,4,4,66,4,3,FG,JC-090,52,1,2004,3,SUN,NO,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1095,178299,NO,STL,FGXP,6,5,2,1,6,10,10,4,6,65,4,3,FG,JC-090,53,1,2004,3,SUN,NO,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1419,231103,NO,STL,FGXP,10,10,2,13,44,14,0,4,7,73,4,NA,FG,JC-090,45,0,2005,7,SUN,NO,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1419,231185,NO,STL,FGXP,8,5,4,13,36,14,7,4,4,96,5,3,FG,JC-090,22,1,2005,7,SUN,NO,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2143,347944,NYG,STL,FGXP,9,4,2,0,6,10,6,1,7,85,5,3,FG,JC-090,33,1,2008,2,SUN,NYG,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
2143,347918,NYG,STL,FGXP,13,6,2,8,20,7,3,4,2,79,4,3,FG,JC-090,39,1,2008,2,SUN,NYG,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
774,125984,SF,STL,FGXP,20,3,1,2,56,0,0,4,1,99,5,3,FG,JC-210,19,1,2002,17,MN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
774,126079,SF,STL,FGXP,4,4,4,13,47,17,3,4,26,74,4,3,FG,JC-210,44,1,2002,17,MN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
814,132675,SF,STL,FGXP,4,5,2,7,41,10,7,4,10,75,4,NA,FG,JC-210,43,0,2003,2,SUN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
814,132669,SF,STL,FGXP,8,5,2,8,50,7,7,4,5,82,5,3,FG,JC-210,35,1,2003,2,SUN,SF,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
15,2315,DEN,STL,FGXP,8,3,2,15,0,7,7,4,10,86,5,3,FG,JE-020,32,1,2000,1,MN,DEN,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
15,2407,DEN,STL,FGXP,7,3,4,10,59,27,35,4,12,82,5,3,FG,JE-020,36,1,2000,1,MN,DEN,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
15,2362,DEN,STL,FGXP,9,3,3,15,0,17,21,4,7,80,5,3,FG,JE-020,38,1,2000,1,MN,DEN,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
1592,259306,DEN,STL,FGXP,7,6,4,14,24,7,15,4,4,69,4,3,FG,JE-020,49,1,2006,1,SUN,DEN,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
503,81554,ATL,STL,FGXP,10,4,2,0,19,3,17,4,15,85,5,3,FG,JF-090,33,1,2001,17,SUN,ATL,STL,EdwardJonesDome,,,,Dome,Synthetic,Clean
