GID,PID,OFF,DEF,TYPE,DSEQ,LEN,QTR,MIN,SEC,PTSO,PTSD,DWN,YTG,YFOG,DIST,ZONE,PTS,FGXP,FKICKER,GOOD,pDiff,SURF,COND2
666,108163,JAC,HOU,0,4,4,1,1,23,0,0,4,1,99,19,5,7,,TS-110,,-0.034564775,Grass,Clean
667,108316,DAL,IND,0,0,9,1,5,30,0,0,4,8,51,67,3,NA,,BC-300,,0.048592454,Synthetic,Clean
667,108375,IND,DAL,0,0,7,3,13,16,3,3,4,9,56,62,3,NA,,MV-010,,0.174584029,Synthetic,Clean
667,108394,IND,DAL,0,0,6,3,5,5,3,3,4,5,61,57,4,NA,,MV-010,,0.107956247,Synthetic,Clean
667,108407,IND,DAL,1,7,3,4,13,52,3,3,4,1,86,32,5,3,FG,MV-010,Y,0.040227504,Synthetic,Clean
667,108415,IND,DAL,0,0,9,4,10,15,6,3,4,8,59,59,3,NA,,MV-010,,0.125826376,Synthetic,Clean
667,108342,DAL,IND,0,0,9,2,9,56,0,0,4,4,7,111,1,NA,,BC-300,,0.122111391,Synthetic,Clean
667,108301,IND,DAL,0,0,11,1,12,35,0,0,4,10,16,102,1,NA,,MV-010,,0.010579506,Synthetic,Clean
667,108335,IND,DAL,0,0,15,2,11,58,0,0,4,13,46,72,3,NA,,MV-010,,0.12059148,Synthetic,Clean
667,108329,IND,DAL,1,9,5,2,14,39,0,0,4,4,95,23,5,NA,FG,MV-010,N,0.019742591,Synthetic,Clean
667,108369,DAL,IND,1,9,3,2,0,3,3,3,4,9,66,52,4,NA,FG,BC-300,N,0.08133791,Synthetic,Clean
667,108312,IND,DAL,0,0,10,1,8,58,0,0,4,10,11,107,1,NA,,MV-010,,0.092779336,Synthetic,Clean
667,108297,DAL,IND,0,0,9,1,13,30,0,0,4,9,42,76,3,NA,,BC-300,,0.026916661,Synthetic,Clean
667,108359,IND,DAL,1,11,6,2,2,0,0,3,4,2,70,48,4,3,FG,MV-010,Y,0.053415734,Synthetic,Clean
667,108435,IND,DAL,0,4,3,4,2,27,13,3,4,1,99,19,5,7,,MV-010,,0.004464703,Synthetic,Clean
667,108386,IND,DAL,1,10,6,3,8,3,3,3,4,6,76,42,4,NA,FG,MV-010,N,0.064509073,Synthetic,Clean
667,108347,DAL,IND,1,5,4,2,7,45,0,0,4,2,97,21,5,3,FG,BC-300,Y,0.057666298,Synthetic,Clean
667,108320,IND,DAL,0,0,15,1,4,5,0,0,4,1,22,96,2,NA,,MV-010,,0.115326017,Synthetic,Clean
668,108454,KC,BUF,0,0,10,1,12,6,0,0,4,11,40,78,2,NA,,MA-070,,-0.014761302,Grass,Clean
668,108467,KC,BUF,0,0,21,1,6,14,0,0,4,19,9,109,1,NA,,MA-070,,0.062948658,Grass,Clean
668,108499,BUF,KC,1,6,2,2,8,44,3,7,4,14,85,33,5,3,FG,MH-310,Y,0.03173748,Grass,Clean
668,108491,BUF,KC,1,15,3,2,11,42,0,7,4,5,95,23,5,3,FG,MH-310,Y,0.023732587,Grass,Clean
668,108557,BUF,KC,1,15,3,3,3,14,13,10,4,4,91,27,5,3,FG,MH-310,Y,-0.011029941,Grass,Clean
668,108462,BUF,KC,0,0,11,1,8,15,0,0,4,12,55,63,3,NA,,MH-310,,0.022793253,Grass,Clean
668,108506,KC,BUF,1,6,3,2,7,25,7,6,4,3,80,38,5,3,FG,MA-070,Y,-0.043502543,Grass,Clean
668,108581,KC,BUF,0,6,38,4,7,1,10,16,4,1,90,28,5,NA,,MA-070,,-0.090363383,Grass,Clean
668,108565,KC,BUF,0,7,41,4,14,18,10,16,4,2,65,53,4,NA,,MA-070,,0.014008215,Grass,Clean
668,108573,KC,BUF,0,0,10,4,10,36,10,16,4,3,42,76,3,NA,,MA-070,,0.110016263,Grass,Clean
668,108569,KC,BUF,1,11,3,4,12,50,10,16,4,5,73,45,4,NA,FG,MA-070,N,-0.017985667,Grass,Clean
668,108541,BUF,KC,0,0,8,3,10,51,13,10,4,11,57,61,3,NA,,MH-310,,0.058688942,Grass,Clean
669,108740,MIA,BAL,0,0,16,4,6,46,26,7,4,18,12,106,1,NA,,OM-010,,0.009959443,Grass,Clean
669,108708,MIA,BAL,1,4,7,3,5,14,17,7,4,1,69,49,4,3,FG,OM-010,Y,-0.00937317,Grass,Clean
669,108724,MIA,BAL,0,0,11,4,14,24,20,7,4,16,33,85,2,NA,,OM-010,,0.043523801,Grass,Clean
669,108720,BAL,MIA,0,0,13,3,1,26,7,20,4,4,22,96,2,NA,,MS-520,,-0.004048616,Grass,Clean
669,108757,BAL,MIA,0,9,9,4,1,46,7,26,4,28,28,90,2,NA,,MS-520,,-0.004795469,Grass,Clean
669,108606,BAL,MIA,0,0,11,1,13,34,0,0,4,3,39,79,2,NA,,MS-520,,0.04951382,Grass,Clean
669,108693,MIA,BAL,0,0,9,3,12,21,17,7,4,6,50,68,3,NA,,OM-010,,0.065152978,Grass,Clean
669,108746,BAL,MIA,0,0,10,4,3,20,7,26,4,6,60,58,4,NA,,MS-520,,-0.001858937,Grass,Clean
669,108646,MIA,BAL,0,0,12,2,12,38,7,0,4,5,43,75,3,NA,,OM-010,,0.069221404,Grass,Clean
669,108700,BAL,MIA,0,0,17,3,8,55,7,17,4,4,31,87,2,NA,,MS-520,,0.014057023,Grass,Clean
669,108637,MIA,BAL,0,0,13,1,1,1,7,0,4,3,46,72,3,NA,,OM-010,,0.089238028,Grass,Clean
669,108716,MIA,BAL,0,0,8,3,2,54,20,7,4,3,50,68,3,NA,,OM-010,,0.035204491,Grass,Clean
669,108610,MIA,BAL,0,0,11,1,12,5,0,0,4,3,28,90,2,NA,,OM-010,,-0.042442193,Grass,Clean
669,108672,MIA,BAL,0,0,11,2,3,31,14,7,4,20,38,80,2,NA,,OM-010,,0.011641349,Grass,Clean
669,108683,MIA,BAL,1,11,5,2,0,13,14,7,4,2,76,42,4,3,FG,OM-010,Y,-0.003931375,Grass,Clean
669,108641,BAL,MIA,0,0,11,2,14,15,0,7,4,3,27,91,2,NA,,MS-520,,0.039984593,Grass,Clean
669,108621,MIA,BAL,0,0,13,1,8,21,0,0,4,9,52,66,3,NA,,OM-010,,0.060307666,Grass,Clean
669,108650,BAL,MIA,0,0,16,2,11,4,0,7,4,1,36,82,2,NA,,MS-520,,0.05349259,Grass,Clean
669,108654,BAL,MIA,0,4,7,2,9,15,0,7,4,1,72,46,4,7,,MS-520,,0.074933789,Grass,Clean
669,108615,BAL,MIA,0,0,8,1,10,25,0,0,4,16,12,106,1,NA,,MS-520,,0.085802802,Grass,Clean
670,108847,MIN,GB,0,0,7,3,13,27,14,7,4,4,53,65,3,NA,,GA-030,,0.067498891,Synthetic,Clean
670,108878,GB,MIN,0,0,12,3,4,19,14,21,4,1,42,76,3,NA,,RL-130,,0.002979995,Synthetic,Clean
670,108773,MIN,GB,0,0,9,1,10,20,7,0,4,1,38,80,2,NA,,GA-030,,0.086252292,Synthetic,Clean
670,108805,MIN,GB,0,0,9,2,12,56,14,0,4,1,42,76,3,NA,,GA-030,,0.107153087,Synthetic,Clean
670,108795,GB,MIN,0,0,10,1,2,52,0,14,4,8,50,68,3,NA,,RL-130,,-0.067974691,Synthetic,Clean
670,108820,GB,MIN,0,0,8,2,6,31,0,14,4,24,32,86,2,NA,,RL-130,,-0.020970174,Synthetic,Clean
670,108866,GB,MIN,0,5,35,3,7,15,7,21,4,1,71,47,4,NA,,RL-130,,0.042991304,Synthetic,Clean
670,108906,MIN,GB,1,7,5,4,7,21,21,21,4,6,86,32,5,3,FG,GA-030,Y,-0.046678856,Synthetic,Clean
670,108893,GB,MIN,0,0,10,4,13,30,14,21,4,16,57,61,3,NA,,RL-130,,0.043883636,Synthetic,Clean
670,108811,GB,MIN,0,0,10,2,10,40,0,14,4,6,65,53,4,NA,,RL-130,,-0.064630671,Synthetic,Clean
670,108786,MIN,GB,0,0,12,1,5,29,14,0,4,6,26,92,2,NA,,GA-030,,0.112268059,Synthetic,Clean
670,108919,MIN,GB,0,0,7,4,4,27,24,21,4,4,45,73,3,NA,,GA-030,,0.102374442,Synthetic,Clean
670,108935,GB,MIN,0,7,4,4,0,47,21,31,4,5,63,55,4,NA,,RL-130,,-0.038748929,Synthetic,Clean
670,108911,MIN,GB,0,0,8,4,6,21,24,21,4,7,39,79,2,NA,,GA-030,,0.147458367,Synthetic,Clean
670,108915,GB,MIN,0,0,10,4,5,27,21,24,4,8,23,95,2,NA,,RL-130,,0.146556418,Synthetic,Clean
670,108887,MIN,GB,0,0,10,3,0,27,21,14,4,5,7,111,1,NA,,GA-030,,0.178244458,Synthetic,Clean
671,109070,NYG,WAS,1,5,5,3,1,37,13,17,4,11,85,33,5,3,FG,MB-460,Y,0.06382458,Grass,Rain
671,109109,WAS,NYG,1,12,3,4,4,4,17,19,4,2,75,43,4,NA,FG,JT-440,N,0.039129484,Grass,Rain
671,108941,NYG,WAS,0,0,11,1,13,7,0,0,4,2,41,77,3,NA,,MB-460,,-0.00753191,Grass,Rain
671,109118,WAS,NYG,0,4,7,4,2,0,17,19,4,17,7,111,1,NA,,JT-440,,0.463854309,Grass,Rain
671,109114,WAS,NYG,0,0,11,4,2,40,17,19,4,20,42,76,3,NA,,JT-440,,0.067251414,Grass,Rain
671,108963,NYG,WAS,0,0,10,1,5,10,3,0,4,3,38,80,2,NA,,MB-460,,0.097603982,Grass,Rain
671,109007,WAS,NYG,1,4,5,2,5,6,7,3,4,11,87,31,5,3,FG,JT-440,Y,0.068647331,Grass,Rain
671,109100,WAS,NYG,0,4,16,4,6,1,17,19,4,1,45,73,3,NA,,JT-440,,0.147979272,Grass,Rain
671,109090,NYG,WAS,0,0,10,4,10,28,19,17,4,6,48,70,3,NA,,MB-460,,0.088567105,Grass,Rain
671,109056,NYG,WAS,0,0,9,3,5,21,10,17,4,4,26,92,2,NA,,MB-460,,0.075274984,Grass,Rain
671,109096,WAS,NYG,0,0,9,4,7,47,17,19,4,1,33,85,2,NA,,JT-440,,0.094473539,Grass,Rain
671,108999,NYG,WAS,0,0,12,2,7,19,3,7,4,9,29,89,2,NA,,MB-460,,0.154528768,Grass,Rain
671,109035,NYG,WAS,0,0,8,3,12,57,10,10,4,5,61,57,4,NA,,MB-460,,0.067610383,Grass,Rain
671,109064,NYG,WAS,1,8,5,3,3,1,10,17,4,7,84,34,5,3,FG,MB-460,Y,0.025903583,Grass,Rain
671,108958,NYG,WAS,1,16,5,1,6,44,0,0,4,20,75,43,4,3,FG,MB-460,Y,0.005721036,Grass,Rain
671,109084,NYG,WAS,1,9,4,4,12,0,16,17,4,1,99,19,5,3,FG,MB-460,Y,-0.052767988,Grass,Rain
671,109060,NYG,WAS,0,4,18,3,4,39,10,17,4,10,69,49,4,NA,,MB-460,,0.020866472,Grass,Rain
671,109027,NYG,WAS,0,0,11,2,0,46,10,10,4,7,56,62,3,NA,,MB-460,,0.087887711,Grass,Rain
671,108993,WAS,NYG,0,0,8,2,10,3,7,3,4,10,69,49,4,NA,,JT-440,,0.026621222,Grass,Rain
671,108968,WAS,NYG,0,0,9,1,3,33,0,3,4,4,40,78,2,NA,,JT-440,,0.021628984,Grass,Rain
671,109052,WAS,NYG,0,0,10,3,7,7,17,10,4,20,66,52,4,NA,,JT-440,,0.00359974,Grass,Rain
672,109216,PHI,ARI,0,0,11,3,12,38,28,14,4,18,63,55,4,NA,,DA-030,,0.019641223,Synthetic,Rain
672,109271,ARI,PHI,0,0,21,4,1,44,14,38,4,8,45,73,3,NA,,BG-130,,-0.004104976,Synthetic,Rain
672,109159,PHI,ARI,0,0,10,2,14,56,7,7,4,8,47,71,3,NA,,DA-030,,0.090351228,Synthetic,Rain
672,109154,ARI,PHI,0,0,9,1,1,16,7,7,4,4,21,97,2,NA,,BG-130,,0.060006518,Synthetic,Rain
672,109233,ARI,PHI,0,5,7,3,3,23,14,31,4,1,87,31,5,NA,,BG-130,,0.002729054,Synthetic,Rain
672,109175,PHI,ARI,0,0,15,2,8,16,14,7,4,16,40,78,2,NA,,DA-030,,0.054410353,Synthetic,Rain
672,109275,ARI,PHI,0,4,22,4,0,56,14,38,4,1,40,78,2,NA,,BG-130,,0.003909568,Synthetic,Rain
672,109194,PHI,ARI,0,0,12,2,2,28,21,14,4,9,25,93,2,NA,,DA-030,,0.081353663,Synthetic,Rain
672,109208,ARI,PHI,0,8,6,3,0,3,14,28,4,23,48,70,3,NA,,BG-130,,0.019138499,Synthetic,Rain
672,109227,PHI,ARI,1,11,4,3,5,59,28,14,4,1,84,34,5,3,FG,DA-030,Y,0.005004514,Synthetic,Rain
672,109263,ARI,PHI,0,10,9,4,4,58,14,38,4,10,66,52,4,NA,,BG-130,,0.000311539,Synthetic,Rain
672,109150,PHI,ARI,0,0,8,1,2,27,7,7,4,1,44,74,3,NA,,DA-030,,0.092827461,Synthetic,Rain
673,109426,SD,SF,0,0,9,4,3,31,10,17,4,7,23,95,2,NA,,SC-070,,0.099953769,Grass,Clean
673,109301,SD,SF,0,0,8,1,5,28,0,0,4,6,64,54,4,NA,,SC-070,,0.045202784,Grass,Clean
673,109332,SD,SF,0,0,10,2,8,9,7,0,4,2,23,95,2,NA,,SC-070,,0.105651331,Grass,Clean
673,109394,SF,SD,0,0,9,3,3,9,17,7,4,15,60,58,4,NA,,JC-500,,-0.009830842,Grass,Clean
673,109288,SF,SD,0,0,10,1,10,44,0,0,4,10,58,60,3,NA,,JC-500,,0.004879761,Grass,Clean
673,109414,SD,SF,0,0,10,4,7,48,7,17,4,4,63,55,4,NA,,SC-070,,0.05453605,Grass,Clean
673,109383,SF,SD,1,11,4,3,6,42,14,7,4,2,94,24,5,3,FG,JC-500,Y,0.051817425,Grass,Clean
673,109361,SD,SF,1,6,3,2,0,8,7,7,1,10,74,44,4,NA,FG,SC-070,N,0.012047769,Grass,Clean
673,109328,SF,SD,0,0,13,2,9,15,0,7,4,3,24,94,2,NA,,JC-500,,0.094912684,Grass,Clean
673,109321,SD,SF,0,0,14,2,13,4,7,0,4,6,45,73,3,NA,,SC-070,,0.053643613,Grass,Clean
673,109336,SF,SD,0,0,13,2,7,10,0,7,4,9,33,85,2,NA,,JC-500,,0.086150093,Grass,Clean
673,109433,SD,SF,0,7,31,4,1,56,10,17,4,3,85,33,5,NA,,SC-070,,-0.060180533,Grass,Clean
673,109343,SD,SF,0,0,9,2,4,26,7,0,4,4,52,66,3,NA,,SC-070,,0.097028205,Grass,Clean
673,109400,SD,SF,0,0,12,3,0,47,7,17,4,9,39,79,2,NA,,SC-070,,0.07938883,Grass,Clean
673,109372,SF,SD,0,0,15,3,12,13,14,7,4,4,33,85,2,NA,,JC-500,,0.084536735,Grass,Clean
673,109347,SF,SD,0,0,13,2,2,49,0,7,4,6,24,94,2,NA,,JC-500,,0.087839128,Grass,Clean
673,109353,SF,SD,0,5,7,2,1,11,0,7,4,4,68,50,4,7,,JC-500,,0.090799879,Grass,Clean
673,109421,SD,SF,1,7,5,4,5,10,7,17,4,1,82,36,5,3,FG,SC-070,Y,0.001800389,Grass,Clean
674,109526,DEN,SEA,1,8,5,2,5,7,0,0,4,1,73,45,4,3,FG,JE-020,Y,0.038560856,Synthetic,Clean
674,109587,DEN,SEA,0,12,5,4,15,0,10,6,4,1,99,19,5,7,,JE-020,,-0.019900697,Synthetic,Clean
674,109535,SEA,DEN,0,0,9,2,2,55,0,3,4,3,60,58,4,NA,,RL-090,,-0.025509168,Synthetic,Clean
674,109553,SEA,DEN,1,5,5,3,13,11,0,3,4,7,65,53,4,3,FG,RL-090,Y,0.0694117,Synthetic,Clean
674,109506,DEN,SEA,0,0,15,2,13,42,0,0,4,21,47,71,3,NA,,JE-020,,0.128187104,Synthetic,Clean
674,109572,SEA,DEN,1,12,4,3,6,4,3,10,4,6,80,38,5,3,FG,RL-090,Y,0.009381279,Synthetic,Clean
674,109627,SEA,DEN,0,4,8,4,0,22,9,24,4,3,17,101,1,-7,,RL-090,,0.006668138,Synthetic,Clean
674,109615,DEN,SEA,0,0,16,4,4,9,24,9,4,10,21,97,2,NA,,JE-020,,0.013722964,Synthetic,Clean
674,109518,DEN,SEA,0,0,7,2,8,7,0,0,4,16,57,61,3,NA,,JE-020,,0.143279716,Synthetic,Clean
674,109539,DEN,SEA,0,0,7,2,1,38,3,0,4,10,14,104,1,NA,,JE-020,,0.150709323,Synthetic,Clean
674,109623,SEA,DEN,0,0,9,4,1,21,9,24,4,16,45,73,3,NA,,RL-090,,0.018085948,Synthetic,Clean
674,109601,SEA,DEN,1,11,3,4,9,7,6,17,4,9,89,29,5,3,FG,RL-090,Y,0.013881252,Synthetic,Clean
674,109480,DEN,SEA,1,9,3,1,10,47,0,0,4,8,79,39,4,NA,FG,JE-020,N,-0.031396994,Synthetic,Clean
674,109513,SEA,DEN,0,0,6,2,10,38,0,0,4,17,20,98,1,NA,,RL-090,,0.115405449,Synthetic,Clean
674,109489,DEN,SEA,0,5,40,1,7,14,0,0,4,2,75,43,4,NA,,JE-020,,-0.005548124,Synthetic,Clean
675,109716,CAR,TB,1,10,3,2,0,1,10,10,1,10,74,44,4,NA,FG,SG-110,N,0.065402277,Grass,Rain
675,109688,CAR,TB,1,4,5,2,6,30,7,7,4,6,75,43,4,3,FG,SG-110,Y,0.104977005,Grass,Rain
675,109768,TB,CAR,1,12,5,4,8,8,17,10,4,4,86,32,5,3,FG,MG-120,Y,0.000649468,Grass,Rain
675,109705,CAR,TB,0,0,10,2,1,40,10,10,4,10,56,62,3,NA,,SG-110,,0.00690029,Grass,Rain
675,109721,TB,CAR,0,0,10,3,14,7,10,10,4,6,40,78,2,NA,,MG-120,,0.139754009,Grass,Rain
675,109778,TB,CAR,1,7,5,4,4,2,20,10,4,13,77,41,4,3,FG,MG-120,Y,0.004442153,Grass,Rain
675,109682,TB,CAR,0,0,11,2,8,31,7,7,4,10,38,80,2,NA,,MG-120,,0.11219354,Grass,Rain
675,109731,TB,CAR,0,0,11,3,9,13,10,10,4,1,55,63,3,NA,,MG-120,,0.138591735,Grass,Rain
675,109676,TB,CAR,0,13,6,2,9,33,0,7,4,1,99,19,5,7,,MG-120,,-0.061778149,Grass,Rain
675,109727,CAR,TB,0,0,9,3,10,58,10,10,4,19,11,107,1,NA,,SG-110,,0.068999494,Grass,Rain
675,109792,CAR,TB,0,13,7,4,0,56,10,23,4,4,95,23,5,NA,,SG-110,,-0.009925238,Grass,Rain
675,109736,CAR,TB,0,0,11,3,7,27,10,10,4,10,30,88,2,NA,,SG-110,,0.027026295,Grass,Rain
675,109756,TB,CAR,0,0,12,4,14,53,17,10,4,1,39,79,2,NA,,MG-120,,0.081587941,Grass,Rain
675,109697,TB,CAR,1,8,5,2,3,5,7,10,4,2,98,20,5,3,FG,MG-120,Y,-0.06041719,Grass,Rain
675,109787,CAR,TB,0,8,17,4,1,57,10,23,4,16,39,79,2,NA,,SG-110,,0.006741245,Grass,Rain
675,109663,TB,CAR,0,0,12,1,1,2,0,7,4,12,46,72,3,NA,,MG-120,,0.092308562,Grass,Rain
675,109656,CAR,TB,0,0,9,1,4,19,7,0,4,3,24,94,2,NA,,SG-110,,0.005558943,Grass,Rain
675,109745,CAR,TB,0,0,11,3,4,3,10,10,4,10,66,52,4,NA,,SG-110,,-0.005994117,Grass,Rain
676,109820,PIT,TEN,1,11,4,1,6,54,7,7,4,2,87,31,5,NA,FG,TP-120,N,0.021173745,Grass,Clean
676,109923,TEN,PIT,0,0,13,4,15,0,28,7,4,8,28,90,2,NA,,JN-060,,0.044737502,Grass,Clean
676,109946,PIT,TEN,0,12,4,4,3,29,7,31,4,4,96,22,5,8,,TP-120,,-0.008393828,Grass,Clean
676,109842,PIT,TEN,0,0,12,2,12,56,7,7,4,8,64,54,4,NA,,TP-120,,0.039357275,Grass,Clean
676,109853,TEN,PIT,0,0,7,2,8,19,7,7,4,3,49,69,3,NA,,JN-060,,0.090225719,Grass,Clean
676,109873,TEN,PIT,0,0,6,2,2,0,14,7,4,10,25,93,2,NA,,JN-060,,0.107633605,Grass,Clean
676,109913,TEN,PIT,0,0,7,3,2,19,21,7,4,12,26,92,2,NA,,JN-060,,0.069044296,Grass,Clean
676,109884,PIT,TEN,1,5,4,2,0,9,7,14,1,10,81,37,5,NA,FG,TP-120,N,0.020649616,Grass,Clean
676,109878,TEN,PIT,0,4,3,2,1,8,14,7,4,2,58,60,3,NA,,JN-060,,-0.024302851,Grass,Clean
676,109952,PIT,TEN,0,0,8,4,3,5,15,31,4,7,65,53,4,NA,,TP-120,,-0.010124497,Grass,Clean
676,109897,TEN,PIT,1,11,3,3,9,49,14,7,4,1,80,38,5,NA,FG,JN-060,N,-0.041698513,Grass,Clean
676,109802,PIT,TEN,0,0,7,1,13,15,7,0,4,4,63,55,4,NA,,TP-120,,-0.100201668,Grass,Clean
676,109933,TEN,PIT,1,10,3,4,8,9,28,7,4,8,75,43,4,3,FG,JN-060,Y,-0.00600875,Grass,Clean
677,110109,OAK,NE,1,8,9,4,4,48,24,13,4,7,69,49,4,NA,FG,SJ-030,N,-0.010797017,Grass,Clean
677,110002,OAK,NE,1,10,5,1,0,56,0,3,4,3,79,39,4,3,FG,SJ-030,Y,-0.041524735,Grass,Clean
677,110044,NE,OAK,0,0,9,2,1,55,6,10,4,3,46,72,3,NA,,AV-040,,0.000523023,Grass,Clean
677,110101,NE,OAK,0,9,4,4,9,33,13,24,4,1,57,61,3,NA,,AV-040,,0.016418225,Grass,Clean
677,110007,OAK,NE,0,0,10,1,0,2,3,3,4,17,29,89,2,NA,,SJ-030,,0.136024292,Grass,Clean
677,110091,NE,OAK,0,0,7,4,13,27,13,24,4,3,61,57,4,NA,,AV-040,,-0.008586028,Grass,Clean
677,110120,OAK,NE,1,7,3,4,1,16,24,13,4,6,91,27,5,3,FG,SJ-030,Y,-0.006011846,Grass,Clean
677,110113,NE,OAK,0,4,5,4,3,46,13,24,4,6,43,75,3,NA,,AV-040,,0.0094781,Grass,Clean
677,110035,NE,OAK,1,7,4,2,4,20,3,10,4,8,88,30,5,3,FG,AV-040,Y,0.005264435,Grass,Clean
677,109990,OAK,NE,0,0,8,1,5,12,0,3,4,8,28,90,2,NA,,SJ-030,,0.024357782,Grass,Clean
677,109985,NE,OAK,0,0,8,1,7,6,3,0,4,3,45,73,3,NA,,AV-040,,0.1042741,Grass,Clean
677,110029,NE,OAK,0,1,12,2,6,17,3,10,4,5,57,61,3,NA,,AV-040,,0.042332716,Grass,Clean
677,110079,NE,OAK,1,7,5,3,2,23,6,24,4,12,66,52,4,NA,FG,AV-040,N,0.008878738,Grass,Clean
677,109978,NE,OAK,1,11,4,1,9,13,0,0,4,2,83,35,5,3,FG,AV-040,Y,-0.000955089,Grass,Clean
677,110018,OAK,NE,0,10,2,2,10,0,3,3,4,1,98,20,5,7,,SJ-030,,-0.028333814,Grass,Clean
678,110157,CHI,STL,0,7,37,1,2,53,0,7,4,6,45,73,3,NA,,PE-010,,0.066517404,Synthetic,Clean
678,110183,CHI,STL,1,4,5,2,6,20,3,7,4,7,70,48,4,3,FG,PE-010,Y,0.009918501,Synthetic,Clean
678,110164,CHI,STL,1,13,4,2,14,14,0,7,4,18,81,37,5,3,FG,PE-010,Y,0.006229012,Synthetic,Clean
678,110288,CHI,STL,0,4,7,4,0,35,16,21,4,15,20,98,1,NA,,PE-010,,0.02146128,Synthetic,Clean
678,110197,STL,CHI,0,0,11,2,1,39,7,6,4,1,47,71,3,NA,,JW-330,,0.004531045,Synthetic,Clean
678,110145,STL,CHI,0,0,7,1,8,31,7,0,4,11,48,70,3,NA,,JW-330,,0.061927997,Synthetic,Clean
678,110245,CHI,STL,0,0,7,3,1,11,13,14,4,31,59,59,3,NA,,PE-010,,-0.0061408,Synthetic,Clean
678,110238,STL,CHI,0,0,11,3,3,40,14,13,4,13,17,101,1,NA,,JW-330,,0.122470447,Synthetic,Clean
678,110179,CHI,STL,0,0,12,2,8,35,3,7,4,4,21,97,2,NA,,PE-010,,0.062745803,Synthetic,Clean
678,110169,CHI,STL,0,0,12,2,12,21,3,7,4,5,33,85,2,NA,,PE-010,,0.036337656,Synthetic,Clean
678,110175,STL,CHI,0,0,8,2,9,55,7,3,4,2,43,75,3,NA,,JW-330,,0.087690136,Synthetic,Clean
678,110234,CHI,STL,0,0,9,3,5,42,13,14,4,25,47,71,3,NA,,PE-010,,0.009917332,Synthetic,Clean
678,110284,CHI,STL,0,0,11,4,1,18,16,21,4,2,34,84,2,NA,,PE-010,,0.019459704,Synthetic,Clean
678,110269,CHI,STL,0,0,15,4,7,7,13,21,4,11,30,88,2,NA,,PE-010,,0.004687223,Synthetic,Clean
678,110276,CHI,STL,1,6,5,4,3,53,13,21,4,7,68,50,4,3,FG,PE-010,Y,0.074300774,Synthetic,Clean
678,110249,STL,CHI,0,0,11,4,14,26,14,13,4,2,27,91,2,NA,,JW-330,,0.131186806,Synthetic,Clean
678,110265,STL,CHI,0,0,8,4,8,4,21,13,4,10,25,93,2,NA,,JW-330,,0.087952206,Synthetic,Clean
679,110313,OAK,ARI,0,0,14,1,7,56,7,0,4,2,25,93,2,NA,,SJ-030,,0.07279926,Grass,Clean
679,110299,ARI,OAK,0,0,5,1,11,52,0,0,4,5,33,85,2,NA,,BG-130,,0.049024245,Grass,Clean
679,110430,ARI,OAK,0,0,10,4,13,59,14,38,4,1,12,106,1,NA,,BG-130,,0.004832543,Grass,Clean
679,110421,OAK,ARI,1,7,3,3,0,51,35,14,4,10,81,37,5,3,FG,SJ-030,Y,0.002476515,Grass,Clean
679,110467,OAK,ARI,1,6,4,4,2,0,38,20,4,9,67,51,4,3,FG,SJ-030,Y,-0.000987115,Grass,Clean
679,110452,OAK,ARI,0,0,6,4,6,25,38,20,4,7,10,108,1,NA,,SJ-030,,0.006058181,Grass,Clean
679,110426,OAK,ARI,0,0,13,4,14,53,38,14,4,3,42,76,3,NA,,SJ-030,,0.001358225,Grass,Clean
679,110347,OAK,ARI,0,0,9,2,9,34,14,7,4,5,40,78,2,NA,,SJ-030,,0.0423605,Grass,Clean
679,110398,OAK,ARI,0,0,10,3,8,19,28,14,4,5,27,91,2,NA,,SJ-030,,0.02123864,Grass,Clean
679,110457,ARI,OAK,0,0,8,4,4,49,20,38,4,10,38,80,2,NA,,BG-130,,0.002438043,Grass,Clean
679,110369,ARI,OAK,0,9,5,2,1,13,7,21,4,1,99,19,5,7,,BG-130,,-0.014382938,Grass,Clean
679,110413,OAK,ARI,0,0,7,3,3,31,35,14,4,14,20,98,1,NA,,SJ-030,,0.002793628,Grass,Clean
679,110389,OAK,ARI,0,8,36,3,11,32,21,14,4,2,70,48,4,NA,,SJ-030,,-0.022701461,Grass,Clean
679,110341,ARI,OAK,0,0,7,2,12,24,7,14,4,8,64,54,4,NA,,BG-130,,0.018508808,Grass,Clean
679,110295,OAK,ARI,0,0,12,1,12,43,0,0,4,9,38,80,2,NA,,SJ-030,,0.032803169,Grass,Clean
679,110322,ARI,OAK,0,0,10,1,3,24,0,7,4,11,47,71,3,NA,,BG-130,,-0.006995564,Grass,Clean
679,110461,OAK,ARI,0,0,8,4,3,38,38,20,4,7,31,87,2,NA,,SJ-030,,0.005800417,Grass,Clean
680,110575,BAL,TEN,0,4,10,3,9,0,10,6,4,1,65,53,4,NA,,MS-520,,-0.045239776,Grass,Clean
680,110505,BAL,TEN,0,0,8,1,3,11,10,0,4,3,25,93,2,NA,,MS-520,,0.107915343,Grass,Clean
680,110500,BAL,TEN,1,5,3,1,4,42,7,0,4,8,92,26,5,3,FG,MS-520,Y,0.051861497,Grass,Clean
680,110494,TEN,BAL,0,0,22,1,7,7,0,7,4,12,35,83,2,NA,,JN-060,,0.114691708,Grass,Clean
