GID,PID,OFF,DEF,TYPE,DSEQ,LEN,QTR,MIN,SEC,PTSO,PTSD,DWN,YTG,YFOG,DIST,ZONE,PTS,FGXP,FKICKER,GOOD,pDiff,SURF,COND2
1,95,ATL,SF,1,7,3,2,0,0,19,14,1,5,69,49,4,3,FG,MA-070,Y,0.036350772,Synthetic,Clean
1,64,ATL,SF,1,6,3,2,8,29,9,7,4,7,74,44,4,3,FG,MA-070,Y,0.061939183,Synthetic,Clean
1,131,ATL,SF,0,0,10,3,5,32,36,21,4,2,40,78,2,NA,,MA-070,,0.016769891,Synthetic,Clean
1,22,ATL,SF,0,0,10,1,8,0,3,7,4,1,25,93,2,NA,,MA-070,,0.068916332,Synthetic,Clean
1,17,ATL,SF,1,6,3,1,10,25,0,7,4,7,75,43,4,3,FG,MA-070,Y,-0.05671884,Synthetic,Clean
1,119,SF,ATL,0,0,10,3,9,10,21,29,4,11,30,88,2,NA,,WR-050,,0.043256291,Synthetic,Clean
1,70,ATL,SF,0,0,10,2,5,38,12,7,4,5,29,89,2,NA,,MA-070,,0.093489093,Synthetic,Clean
1,149,SF,ATL,0,13,30,4,14,7,21,36,4,3,96,22,5,NA,,WR-050,,0.008145681,Synthetic,Clean
1,34,ATL,SF,1,10,3,1,6,20,3,7,4,9,73,45,4,3,FG,MA-070,Y,0.010608914,Synthetic,Clean
1,39,ATL,SF,0,0,10,1,1,47,6,7,4,4,26,92,2,NA,,MA-070,,0.094534895,Synthetic,Clean
1,52,ATL,SF,1,11,3,2,11,39,6,7,4,6,94,24,5,3,FG,MA-070,Y,0.006129509,Synthetic,Clean
1,57,ATL,SF,0,0,10,2,9,41,9,7,4,3,14,104,1,NA,,MA-070,,0.05732823,Synthetic,Clean
1,136,SF,ATL,0,0,10,4,15,0,21,36,4,3,49,69,3,NA,,WR-050,,0.008743516,Synthetic,Clean
2,241,JAC,CLE,1,12,4,2,0,34,7,7,4,23,68,50,4,3,FG,MH-310,Y,0.061197407,Grass,Clean
2,213,JAC,CLE,0,0,10,2,11,43,7,0,4,6,36,82,2,NA,,MH-310,,0.050870424,Grass,Clean
2,218,CLE,JAC,0,0,10,2,9,5,0,7,4,8,37,81,2,NA,,PD-020,,0.042118809,Grass,Clean
2,179,JAC,CLE,0,0,10,1,11,50,0,0,4,2,28,90,2,NA,,MH-310,,0.006111959,Grass,Clean
2,175,CLE,JAC,0,0,10,1,15,0,0,0,4,10,59,59,3,NA,,PD-020,,0.013012751,Grass,Clean
2,277,JAC,CLE,1,10,3,3,5,53,17,7,4,7,93,25,5,3,FG,MH-310,Y,-0.015345198,Grass,Clean
2,183,CLE,JAC,0,0,10,1,10,11,0,0,4,6,19,99,1,NA,,PD-020,,0.072335756,Grass,Clean
2,191,JAC,CLE,0,0,10,1,9,8,0,0,4,13,43,75,3,NA,,MH-310,,0.042207816,Grass,Clean
2,267,JAC,CLE,0,0,10,3,7,39,17,7,4,8,22,96,2,NA,,MH-310,,0.053212541,Grass,Clean
2,187,CLE,JAC,0,4,35,1,9,8,0,0,4,1,44,74,3,NA,,PD-020,,0.048539599,Grass,Clean
2,282,JAC,CLE,0,0,10,4,15,0,20,7,4,5,22,96,2,NA,,MH-310,,0.032043611,Grass,Clean
2,310,CLE,JAC,0,9,20,4,2,0,7,27,4,8,70,48,4,NA,,PD-020,,-0.002598527,Grass,Clean
3,338,DAL,PHI,0,0,10,1,5,53,0,7,4,3,59,59,3,NA,,TS-110,,0.086153615,Synthetic,Clean
3,375,PHI,DAL,1,13,3,2,7,6,21,0,4,5,85,33,5,3,FG,DA-030,Y,0.080872032,Synthetic,Clean
3,342,PHI,DAL,0,0,10,1,4,56,7,0,4,7,23,95,2,NA,,DA-030,,0.120606657,Synthetic,Clean
3,332,PHI,DAL,0,0,10,1,8,24,7,0,4,23,47,71,3,NA,,DA-030,,0.073887491,Synthetic,Clean
3,437,PHI,DAL,0,0,10,4,13,35,34,6,4,9,21,97,2,NA,,DA-030,,0.007377273,Synthetic,Clean
3,387,DAL,PHI,1,4,3,2,3,35,0,24,4,8,83,35,5,3,FG,TS-110,Y,-0.004421037,Synthetic,Clean
3,393,DAL,PHI,0,0,28,2,1,10,3,24,4,18,34,84,2,NA,,TS-110,,0.075632943,Synthetic,Clean
3,380,PHI,DAL,0,0,10,2,4,54,24,0,4,11,24,94,2,NA,,DA-030,,0.038756659,Synthetic,Clean
3,422,PHI,DAL,0,0,10,3,4,57,27,6,4,7,34,84,2,NA,,DA-030,,0.012147122,Synthetic,Clean
3,362,PHI,DAL,0,0,14,2,12,26,21,0,4,21,18,100,1,NA,,DA-030,,-0.024001257,Synthetic,Clean
3,473,PHI,DAL,0,0,10,4,2,45,41,14,4,13,22,96,2,NA,,DA-030,,-0.013587673,Synthetic,Clean
3,416,PHI,DAL,1,14,3,3,7,21,24,6,4,1,81,37,5,3,FG,DA-030,Y,0.016696419,Synthetic,Clean
3,401,DAL,PHI,1,5,3,2,0,4,3,24,1,10,79,39,4,3,FG,TS-110,Y,-0.041780054,Synthetic,Clean
4,541,GB,NYJ,1,8,3,2,6,23,7,7,4,20,73,45,4,3,FG,RL-130,Y,0.021064923,Grass,Clean
4,547,GB,NYJ,0,0,10,2,6,0,10,7,4,7,30,88,2,NA,,RL-130,,0.095348821,Grass,Clean
4,532,GB,NYJ,0,0,10,2,13,13,7,7,4,15,41,77,3,NA,,RL-130,,0.097274186,Grass,Clean
4,595,GB,NYJ,1,9,3,3,7,5,10,10,4,16,77,41,4,3,FG,RL-130,Y,0.005796302,Grass,Clean
4,517,NYJ,GB,1,5,3,2,15,0,7,7,4,15,66,52,4,NA,FG,JH-050,N,0.080446178,Grass,Clean
4,551,NYJ,GB,0,0,10,2,4,24,7,10,4,9,19,99,1,NA,,JH-050,,0.088600471,Grass,Clean
4,521,NYJ,GB,0,0,10,2,14,51,7,7,4,13,40,78,2,NA,,JH-050,,0.105462024,Grass,Clean
4,583,NYJ,GB,1,15,3,3,15,0,10,10,4,30,70,48,4,NA,FG,JH-050,N,0.050555692,Grass,Clean
4,618,NYJ,GB,1,5,3,4,11,14,10,13,4,4,79,39,4,3,FG,JH-050,Y,-0.021248105,Grass,Clean
4,612,NYJ,GB,0,0,10,4,13,51,10,13,4,11,31,87,2,NA,,JH-050,,0.170134809,Grass,Clean
4,488,NYJ,GB,0,0,10,1,15,0,0,0,4,6,54,64,3,NA,,JH-050,,0.077545408,Grass,Clean
4,563,NYJ,GB,1,12,3,2,0,22,7,10,4,4,95,23,5,3,FG,JH-050,Y,0.032832198,Grass,Clean
4,626,GB,NYJ,1,6,3,4,8,52,13,13,4,10,76,42,4,3,FG,RL-130,Y,0.033102675,Grass,Clean
4,606,GB,NYJ,0,0,10,4,15,0,13,10,4,19,43,75,3,NA,,RL-130,,0.115535413,Grass,Clean
5,766,IND,KC,0,0,10,3,3,30,14,14,4,9,20,98,1,NA,,MV-010,,0.12072834,Grass,Clean
5,723,IND,KC,0,0,9,2,1,2,7,7,4,5,45,73,3,NA,,MV-010,,0.0701997,Grass,Clean
5,734,KC,IND,0,0,10,3,15,0,7,7,4,2,45,73,3,NA,,PS-090,,0.089483412,Grass,Clean
5,775,IND,KC,1,9,3,4,15,0,14,14,4,5,95,23,5,3,FG,MV-010,Y,-0.020631888,Grass,Clean
5,738,IND,KC,0,0,10,3,12,30,7,7,4,2,28,90,2,NA,,MV-010,,0.089198571,Grass,Clean
5,762,KC,IND,0,0,10,3,4,25,14,14,4,19,10,108,1,NA,,PS-090,,0.113364674,Grass,Clean
5,717,KC,IND,0,0,10,2,5,23,7,7,4,6,44,74,3,NA,,PS-090,,0.100908942,Grass,Clean
5,654,IND,KC,0,0,10,1,15,0,0,0,4,10,20,98,1,NA,,MV-010,,-0.004094324,Grass,Clean
5,807,KC,IND,0,7,6,4,4,1,14,27,4,10,89,29,5,NA,,PS-090,,-0.016070641,Grass,Clean
5,790,IND,KC,0,0,10,4,12,38,24,14,4,7,46,72,3,NA,,MV-010,,-0.005771386,Grass,Clean
5,699,IND,KC,0,0,10,2,14,15,7,0,4,14,65,53,4,NA,,MV-010,,-0.02109028,Grass,Clean
5,705,KC,IND,0,0,10,2,9,10,0,7,4,15,15,103,1,NA,,PS-090,,0.189740229,Grass,Clean
5,673,IND,KC,0,0,10,1,7,36,0,0,4,11,46,72,3,NA,,MV-010,,0.062116989,Grass,Clean
5,799,IND,KC,1,9,3,4,8,51,24,14,4,10,78,40,4,3,FG,MV-010,Y,-0.001578786,Grass,Clean
5,664,IND,KC,0,0,10,1,10,20,0,0,4,2,18,100,1,NA,,MV-010,,-0.020725145,Grass,Clean
6,924,SEA,MIA,0,0,10,3,5,36,0,23,4,22,33,85,2,NA,,KH-150,,0.023709198,Grass,Clean
6,947,MIA,SEA,0,0,10,4,7,37,23,0,4,8,37,81,2,NA,,OM-010,,0.002371852,Grass,Clean
6,954,SEA,MIA,0,0,11,4,1,49,0,23,4,6,44,74,3,NA,,KH-150,,-0.001621898,Grass,Clean
6,942,SEA,MIA,0,0,10,4,9,42,0,23,4,3,42,76,3,NA,,KH-150,,-0.003305569,Grass,Clean
6,917,MIA,SEA,0,0,10,3,6,36,23,0,4,6,21,97,2,NA,,OM-010,,-0.000984648,Grass,Clean
6,933,SEA,MIA,0,0,10,4,15,0,0,23,4,5,65,53,4,NA,,KH-150,,0.00553764,Grass,Clean
6,904,SEA,MIA,0,0,10,3,11,31,0,23,4,5,65,53,4,NA,,KH-150,,0.008924992,Grass,Clean
6,877,SEA,MIA,1,7,3,2,6,21,0,16,4,9,67,51,4,NA,FG,KH-150,N,0.017787117,Grass,Clean
6,842,MIA,SEA,1,8,3,1,5,21,7,0,4,6,70,48,4,3,FG,OM-010,Y,0.007073994,Grass,Clean
6,851,MIA,SEA,1,4,3,2,14,50,10,0,4,7,93,25,5,3,FG,OM-010,Y,0.019396801,Grass,Clean
6,938,MIA,SEA,0,0,10,4,11,55,23,0,4,6,23,95,2,NA,,OM-010,,0.002447853,Grass,Clean
6,900,MIA,SEA,0,0,10,3,13,10,23,0,4,12,18,100,1,NA,,OM-010,,0.0052626,Grass,Clean
6,894,MIA,SEA,0,0,10,3,15,0,23,0,4,10,25,93,2,NA,,OM-010,,0.003662082,Grass,Clean
6,870,SEA,MIA,0,0,10,2,8,17,0,16,4,6,56,62,3,NA,,KH-150,,0.027575162,Grass,Clean
6,859,MIA,SEA,1,4,3,2,13,39,13,0,4,6,88,30,5,3,FG,OM-010,Y,-0.003574044,Grass,Clean
6,908,MIA,SEA,0,0,10,3,9,50,23,0,4,10,16,102,1,NA,,OM-010,,-0.00193504,Grass,Clean
6,958,SEA,MIA,0,4,6,4,0,59,0,23,4,7,31,87,2,NA,,KH-150,,0.003189509,Grass,Clean
6,912,SEA,MIA,0,0,10,3,7,56,0,23,4,7,30,88,2,NA,,KH-150,,0.013359292,Grass,Clean
7,1006,MIN,CHI,0,0,10,2,11,28,6,7,4,2,52,66,3,NA,,GA-030,,0.035997061,Synthetic,Clean
7,1012,CHI,MIN,0,0,10,2,10,40,7,6,4,13,16,102,1,NA,,PE-010,,0.125996947,Synthetic,Clean
7,969,MIN,CHI,1,8,3,1,15,0,0,0,4,2,82,36,5,3,FG,GA-030,Y,-0.022730198,Synthetic,Clean
7,1040,CHI,MIN,1,12,4,2,0,20,10,9,4,16,69,49,4,3,FG,PE-010,Y,0.045520097,Synthetic,Clean
7,1069,MIN,CHI,0,0,10,3,5,24,16,20,4,1,46,72,3,NA,,GA-030,,0.08857689,Synthetic,Clean
7,1027,MIN,CHI,1,7,4,2,1,55,6,10,4,3,72,46,4,3,FG,GA-030,Y,0.037608348,Synthetic,Clean
7,990,MIN,CHI,1,5,3,1,2,51,3,7,4,8,80,38,5,3,FG,GA-030,Y,-0.023715859,Synthetic,Clean
7,1096,MIN,CHI,0,0,10,4,10,59,23,20,4,8,52,66,3,NA,,GA-030,,0.107162279,Synthetic,Clean
7,1080,MIN,CHI,0,0,10,4,15,0,16,20,4,5,57,61,3,NA,,GA-030,,0.115805011,Synthetic,Clean
7,1019,CHI,MIN,1,7,3,2,8,57,7,6,4,2,89,29,5,3,FG,PE-010,Y,-0.020808984,Synthetic,Clean
7,997,CHI,MIN,0,0,10,2,15,0,7,6,4,7,65,53,4,NA,,PE-010,,0.020095984,Synthetic,Clean
8,1243,TB,NE,0,0,10,3,3,9,21,10,4,5,41,77,3,NA,,MG-120,,0.043948909,Grass,Clean
8,1211,TB,NE,0,0,10,3,15,0,14,10,4,2,41,77,3,NA,,MG-120,,0.095359722,Grass,Clean
8,1281,NE,TB,0,0,7,4,2,0,16,21,4,18,12,106,1,NA,,AV-040,,0.085446037,Grass,Clean
8,1227,NE,TB,0,0,10,3,7,47,10,14,4,8,35,83,2,NA,,AV-040,,0.059563098,Grass,Clean
8,1266,TB,NE,0,0,10,4,9,25,21,10,4,6,49,69,3,NA,,MG-120,,0.026453817,Grass,Clean
8,1129,NE,TB,1,7,3,1,13,45,0,0,4,6,88,30,5,3,FG,AV-040,Y,-0.073298958,Grass,Clean
8,1271,NE,TB,0,0,11,4,4,29,10,21,4,1,22,96,2,NA,,AV-040,,0.010319773,Grass,Clean
8,1223,TB,NE,0,0,10,3,8,36,14,10,4,3,27,91,2,NA,,MG-120,,0.072058727,Grass,Clean
8,1253,TB,NE,0,0,10,4,12,44,21,10,4,14,29,89,2,NA,,MG-120,,0.049527747,Grass,Clean
8,1257,NE,TB,0,0,10,4,11,23,10,21,4,4,38,80,2,NA,,AV-040,,-0.008733896,Grass,Clean
8,1193,TB,NE,0,0,12,2,1,50,7,10,4,4,14,104,1,NA,,MG-120,,0.056655089,Grass,Clean
8,1134,NE,TB,0,0,10,1,12,19,3,0,4,2,41,77,3,NA,,AV-040,,0.055753703,Grass,Clean
8,1177,NE,TB,0,0,10,2,8,55,3,7,4,3,16,102,1,7,,AV-040,,0.05153054,Grass,Clean
8,1287,NE,TB,0,6,15,4,0,29,16,21,4,1,74,44,4,NA,,AV-040,,-0.162697867,Grass,Clean
8,1291,NE,TB,0,10,6,4,0,1,16,21,4,10,78,40,4,NA,,AV-040,,-0.230948029,Grass,Clean
8,1189,NE,TB,0,0,10,2,3,32,10,7,4,8,63,55,4,NA,,AV-040,,0.027009487,Grass,Clean
8,1203,NE,TB,1,4,3,2,0,2,10,14,1,10,63,55,4,NA,FG,AV-040,N,-0.002365593,Grass,Clean
8,1249,NE,TB,0,0,10,4,15,0,10,21,4,3,40,78,2,NA,,AV-040,,-0.005915572,Grass,Clean
8,1156,TB,NE,0,0,10,1,4,5,0,3,4,8,57,61,3,NA,,MG-120,,0.006589232,Grass,Clean
8,1219,NE,TB,0,0,10,3,11,7,10,14,4,10,42,76,3,NA,,AV-040,,0.044995429,Grass,Clean
8,1151,NE,TB,0,0,10,1,4,19,3,0,4,12,59,59,3,NA,,AV-040,,0.056893366,Grass,Clean
8,1173,TB,NE,0,0,10,2,10,41,7,3,4,5,51,67,3,NA,,MG-120,,0.133700762,Grass,Clean
8,1142,TB,NE,0,0,10,1,10,32,0,3,4,18,58,60,3,NA,,MG-120,,0.034186782,Grass,Clean
9,1454,NO,DET,0,10,4,4,0,48,10,14,4,2,79,39,4,NA,,DB-390,,-0.195074262,Synthetic,Clean
9,1421,NO,DET,0,0,10,4,13,57,10,14,4,1,24,94,2,NA,,DB-390,,0.117687334,Synthetic,Clean
9,1387,NO,DET,0,0,10,3,12,57,7,6,4,3,58,60,3,NA,,DB-390,,0.028525615,Synthetic,Clean
9,1375,DET,NO,0,0,10,2,0,9,6,7,4,16,48,70,3,NA,,JH-090,,0.057936694,Synthetic,Clean
9,1325,NO,DET,0,0,10,1,4,27,7,0,4,12,31,87,2,NA,,DB-390,,0.056248291,Synthetic,Clean
9,1435,NO,DET,1,7,9,4,7,8,10,14,4,11,66,52,4,NA,FG,DB-390,N,0.117011177,Synthetic,Clean
9,1397,DET,NO,0,0,10,3,10,4,6,7,4,11,34,84,2,NA,,JH-090,,0.129908991,Synthetic,Clean
9,1406,DET,NO,0,0,10,3,3,31,6,7,4,10,37,81,2,8,,JH-090,,0.15480132,Synthetic,Clean
9,1362,DET,NO,1,5,3,2,1,56,3,7,4,11,89,29,5,3,FG,JH-090,Y,0.064524464,Synthetic,Clean
9,1402,NO,DET,0,0,10,3,4,53,7,6,4,14,27,91,2,NA,,DB-390,,0.176056641,Synthetic,Clean
9,1416,NO,DET,1,7,3,4,15,0,7,14,4,7,69,49,4,3,FG,DB-390,Y,0.00964839,Synthetic,Clean
9,1303,DET,NO,0,0,10,1,11,51,0,0,4,11,21,97,2,NA,,JH-090,,0.044488346,Synthetic,Clean
9,1312,NO,DET,0,0,10,1,9,38,7,0,4,1,29,89,2,NA,,DB-390,,0.085029089,Synthetic,Clean
9,1317,DET,NO,0,0,10,1,7,35,0,7,4,1,46,72,3,NA,,JH-090,,0.048389757,Synthetic,Clean
9,1380,DET,NO,0,0,10,3,15,0,6,7,4,1,30,88,2,NA,,JH-090,,0.085786194,Synthetic,Clean
9,1340,NO,DET,0,0,10,2,12,35,7,0,4,17,1,117,1,NA,,DB-390,,0.08238544,Synthetic,Clean
9,1444,DET,NO,0,8,3,4,3,4,14,10,4,11,89,29,5,NA,,JH-090,,0.032232801,Synthetic,Clean
9,1351,DET,NO,1,9,3,2,5,47,0,7,4,4,94,24,5,3,FG,JH-090,Y,0.00309202,Synthetic,Clean
9,1299,NO,DET,0,0,10,1,15,0,0,0,4,6,45,73,3,NA,,DB-390,,0.074185697,Synthetic,Clean
9,1334,DET,NO,0,0,10,2,15,0,0,7,4,16,57,61,3,NA,,JH-090,,0.064046432,Synthetic,Clean
10,1461,NYG,ARI,0,0,10,1,15,0,0,0,4,8,37,81,2,NA,,BD-010,,0.02764492,Grass,Clean
10,1602,ARI,NYG,0,0,10,4,3,44,3,21,4,4,52,66,3,NA,,CB-170,,-0.004816189,Grass,Clean
10,1470,ARI,NYG,0,0,10,1,13,40,0,0,4,7,61,57,4,NA,,CB-170,,-0.01577663,Grass,Clean
10,1503,ARI,NYG,0,0,10,2,12,55,0,7,4,11,22,96,2,NA,,CB-170,,0.068096186,Grass,Clean
10,1507,NYG,ARI,0,0,10,2,11,15,7,0,4,11,41,77,3,NA,,BD-010,,0.052051534,Grass,Clean
10,1538,ARI,NYG,0,0,8,2,0,15,0,14,4,10,15,103,1,NA,,CB-170,,0.020592192,Grass,Clean
10,1573,ARI,NYG,1,13,3,3,5,28,0,14,4,6,86,32,5,3,FG,CB-170,Y,0.013224598,Grass,Clean
10,1499,NYG,ARI,0,0,10,2,15,0,7,0,4,4,40,78,2,NA,,BD-010,,0.077706543,Grass,Clean
10,1595,ARI,NYG,0,4,6,4,7,28,3,21,4,4,67,51,4,NA,,CB-170,,-0.002061236,Grass,Clean
10,1522,ARI,NYG,0,11,35,2,9,31,0,14,4,1,87,31,5,NA,,CB-170,,0.002992584,Grass,Clean
10,1480,NYG,ARI,0,0,10,1,9,59,0,0,4,4,35,83,2,NA,,BD-010,,0.088780532,Grass,Clean
10,1552,ARI,NYG,0,0,10,3,11,17,0,14,4,24,7,111,1,NA,,CB-170,,0.02811167,Grass,Clean
10,1544,ARI,NYG,0,0,10,3,15,0,0,14,4,3,18,100,1,NA,,CB-170,,0.000763068,Grass,Clean
10,1548,NYG,ARI,0,0,10,3,12,58,14,0,4,3,42,76,3,NA,,BD-010,,0.028457513,Grass,Clean
11,1688,OAK,SD,0,0,10,2,9,44,0,0,4,12,26,92,2,NA,,SJ-030,,0.1426485,Grass,Clean
11,1647,SD,OAK,0,0,10,1,9,8,0,0,4,2,22,96,2,NA,,JC-090,,0.084486697,Grass,Clean
11,1736,SD,OAK,0,0,10,3,7,23,0,2,4,18,37,81,2,NA,,JC-090,,0.084203151,Grass,Clean
11,1683,SD,OAK,0,0,10,2,14,41,0,0,4,10,54,64,3,NA,,JC-090,,0.081349195,Grass,Clean
11,1672,OAK,SD,0,0,10,2,15,0,0,0,4,9,52,66,3,NA,,SJ-030,,0.114992594,Grass,Clean
11,1634,OAK,SD,0,0,10,1,13,42,0,0,4,8,15,103,1,NA,,SJ-030,,0.059380278,Grass,Clean
11,1630,SD,OAK,0,0,10,1,15,0,0,0,4,17,32,86,2,NA,,JC-090,,0.103213938,Grass,Clean
11,1639,SD,OAK,0,0,10,1,12,53,0,0,4,5,47,71,3,NA,,JC-090,,0.044923547,Grass,Clean
11,1693,SD,OAK,0,0,10,2,7,42,0,0,4,2,50,68,3,NA,,JC-090,,0.082935022,Grass,Clean
11,1643,OAK,SD,0,0,10,1,11,0,0,0,4,5,20,98,1,NA,,SJ-030,,0.008375992,Grass,Clean
11,1705,OAK,SD,0,0,10,2,3,46,0,0,4,8,45,73,3,NA,,SJ-030,,0.116997569,Grass,Clean
11,1718,OAK,SD,0,0,10,3,15,0,0,0,4,9,41,77,3,NA,,SJ-030,,0.105637333,Grass,Clean
11,1661,SD,OAK,0,0,10,1,3,40,0,0,4,6,44,74,3,NA,,JC-090,,0.080660982,Grass,Clean
11,1727,SD,OAK,0,0,10,3,12,2,0,0,4,5,58,60,3,NA,,JC-090,,0.129306177,Grass,Clean
11,1771,SD,OAK,0,0,10,4,9,41,6,2,4,1,40,78,2,NA,,JC-090,,0.142367353,Grass,Clean
11,1749,SD,OAK,0,0,10,3,3,5,0,2,4,7,58,60,3,NA,,JC-090,,0.115627321,Grass,Clean
11,1776,OAK,SD,0,0,10,4,7,30,2,6,4,13,19,99,1,NA,,SJ-030,,0.126338603,Grass,Clean
11,1700,OAK,SD,1,4,3,2,4,36,0,0,4,7,77,41,4,NA,FG,SJ-030,N,0.059578535,Grass,Clean
11,1790,SD,OAK,0,4,6,4,1,31,6,9,4,1,29,89,2,NA,,JC-090,,0.215174258,Grass,Clean
12,1938,PIT,BAL,0,7,5,4,1,55,0,16,4,4,49,69,3,NA,,KB-230,,-0.00476629,Synthetic,Clean
12,1851,BAL,PIT,0,0,10,2,8,40,10,0,4,2,19,99,1,NA,,MS-520,,0.065774273,Synthetic,Clean
12,1884,PIT,BAL,1,8,3,3,11,31,0,16,4,9,73,45,4,NA,FG,KB-230,N,-0.004478451,Synthetic,Clean
12,1847,PIT,BAL,0,0,10,2,9,37,0,10,4,10,57,61,3,NA,,KB-230,,0.017527743,Synthetic,Clean
12,1904,PIT,BAL,0,0,10,4,15,0,0,16,4,10,63,55,4,NA,,KB-230,,0.005581744,Synthetic,Clean
12,1931,PIT,BAL,0,0,10,4,7,39,0,16,4,1,35,83,2,NA,,KB-230,,0.030204391,Synthetic,Clean
12,1859,BAL,PIT,0,8,35,2,5,27,10,0,4,1,59,59,3,NA,,MS-520,,0.018388752,Synthetic,Clean
12,1922,PIT,BAL,0,16,4,4,7,43,0,16,4,2,98,20,5,NA,,KB-230,,-0.023347643,Synthetic,Clean
12,1839,BAL,PIT,0,0,10,2,14,52,10,0,4,5,44,74,3,NA,,MS-520,,0.055425884,Synthetic,Clean
12,1891,PIT,BAL,0,0,10,3,6,41,0,16,4,3,54,64,3,NA,,KB-230,,0.016425845,Synthetic,Clean
12,1866,BAL,PIT,1,15,3,2,0,11,10,0,4,9,91,27,5,3,FG,MS-520,Y,0.010897483,Synthetic,Clean
12,1895,BAL,PIT,0,0,11,3,4,20,16,0,4,10,20,98,1,NA,,MS-520,,0.024703472,Synthetic,Clean
12,1807,PIT,BAL,0,0,10,1,11,3,0,0,4,9,49,69,3,NA,,KB-230,,0.023271412,Synthetic,Clean
12,1875,BAL,PIT,1,8,3,3,15,0,13,0,4,8,84,34,5,3,FG,MS-520,Y,0.010124522,Synthetic,Clean
12,1944,PIT,BAL,0,0,14,4,0,50,0,16,4,13,48,70,3,NA,,KB-230,,0.012234693,Synthetic,Clean
12,1831,PIT,BAL,0,0,8,2,15,0,0,10,4,1,48,70,3,NA,,KB-230,,0.013818116,Synthetic,Clean
12,1817,BAL,PIT,0,0,10,1,6,50,3,0,4,15,19,99,1,NA,,MS-520,,0.090992821,Synthetic,Clean
12,1825,BAL,PIT,0,0,10,1,3,58,10,0,4,6,24,94,2,NA,,MS-520,,0.110472757,Synthetic,Clean
12,1812,BAL,PIT,1,4,3,1,8,21,0,0,4,2,94,24,5,3,FG,MS-520,Y,-0.042416292,Synthetic,Clean
12,1798,BAL,PIT,0,0,10,1,13,34,0,0,4,4,44,74,3,NA,,MS-520,,0.058987963,Synthetic,Clean
13,2091,WAS,CAR,1,10,3,4,10,37,17,10,4,3,97,21,5,3,FG,BC-230,Y,-0.005097964,Grass,Clean
13,2063,WAS,CAR,0,0,10,3,8,9,10,10,4,9,50,68,3,NA,,BC-230,,0.177637714,Grass,Clean
13,2100,CAR,WAS,0,6,30,4,4,59,10,20,4,7,55,63,3,NA,,RC-290,,0.016141741,Grass,Clean
13,2034,WAS,CAR,0,0,12,2,0,25,7,10,4,1,29,89,2,NA,,BC-230,,0.083407182,Grass,Clean
13,2054,WAS,CAR,1,7,3,3,11,42,7,10,4,4,94,24,5,3,FG,BC-230,Y,-0.038128611,Grass,Clean
13,2012,WAS,CAR,0,8,30,2,9,1,7,10,4,4,65,53,4,NA,,BC-230,,-0.00698187,Grass,Clean
13,1980,CAR,WAS,1,7,3,1,5,8,7,7,4,2,88,30,5,3,FG,RC-290,Y,0.026895689,Grass,Clean
13,1985,CAR,WAS,0,0,10,1,1,31,10,7,4,8,30,88,2,NA,,RC-290,,0.063008643,Grass,Clean
13,2081,WAS,CAR,0,0,10,4,12,14,17,10,4,25,2,116,1,NA,,BC-230,,0.068777196,Grass,Clean
13,2022,CAR,WAS,1,17,3,2,4,53,10,7,4,9,91,27,5,NA,FG,RC-290,N,-0.03038247,Grass,Clean
13,1996,WAS,CAR,0,0,10,2,15,0,7,10,4,2,50,68,3,NA,,BC-230,,0.076201442,Grass,Clean
13,1973,CAR,WAS,0,0,10,1,7,36,7,7,4,10,40,78,2,NA,,RC-290,,0.036844172,Grass,Clean
13,2004,WAS,CAR,0,0,10,2,11,24,7,10,4,5,33,85,2,NA,,BC-230,,0.082441185,Grass,Clean
13,2000,CAR,WAS,0,0,10,2,12,23,10,7,4,1,25,93,2,NA,,RC-290,,0.084848807,Grass,Clean
13,2030,CAR,WAS,0,0,7,2,1,19,10,7,4,6,35,83,2,NA,,RC-290,,0.107725397,Grass,Clean
14,2124,BUF,TEN,0,0,10,1,9,46,0,0,4,5,30,88,2,NA,,SC-070,,0.05418092,Synthetic,Clean
14,2111,TEN,BUF,0,0,10,1,15,0,0,0,4,10,14,104,1,NA,,AD-080,,0.065595832,Synthetic,Clean
14,2255,BUF,TEN,0,0,10,4,7,7,13,13,4,11,38,80,2,NA,,SC-070,,0.199203024,Synthetic,Clean
14,2267,BUF,TEN,0,0,10,4,1,15,13,13,4,7,17,101,1,NA,,SC-070,,0.26715574,Synthetic,Clean
14,2237,TEN,BUF,0,5,6,4,14,19,6,13,4,1,91,27,5,NA,,AD-080,,-0.045710984,Synthetic,Clean
14,2160,TEN,BUF,0,0,10,2,9,3,0,7,4,9,9,109,1,NA,,AD-080,,0.204562811,Synthetic,Clean
14,2241,TEN,BUF,0,0,10,4,11,0,6,13,4,15,4,114,1,NA,,AD-080,,0.145656626,Synthetic,Clean
14,2262,TEN,BUF,0,0,10,4,4,57,13,13,4,6,52,66,3,NA,,AD-080,,0.206062656,Synthetic,Clean
14,2230,BUF,TEN,1,7,3,4,15,0,10,6,4,1,77,41,4,3,FG,SC-070,Y,-0.025467331,Synthetic,Clean
14,2192,BUF,TEN,0,0,10,3,15,0,7,6,4,3,40,78,2,NA,,SC-070,,0.105710847,Synthetic,Clean
14,2120,TEN,BUF,0,0,10,1,11,16,0,0,4,9,43,75,3,NA,,AD-080,,0.058568161,Synthetic,Clean
